S1,S2,S3,S4,S5,S6,A1,A2,A3,A4,A5,A6,X,Y
4.699999999999995e-05,-0.00010400000000000003,-4.199999999999994e-05,9.400000000000012e-05,0.0,0.0002999999999999999,-0.2034787,-0.27945488500000004,0.16386894400000002,-0.12119510000000003,0.10899426300000001,-0.121756941,0,0
8.899999999999989e-05,-6.20000000000001e-05,0.0,0.00013600000000000005,4.199999999999994e-05,0.00034199999999999986,-0.2034787,-0.27945488500000004,0.16386894400000002,-0.12119510000000003,0.10899426300000001,-0.121756941,0,0
-0.00026500000000000004,-0.000407,-0.000348,-0.00021199999999999995,-0.00030100000000000005,0.0,-0.18976380000000004,-0.29328773500000005,0.16803442600000001,-0.11158574500000001,0.110379806,-0.138437913,0,0
-0.00025599999999999993,-0.0004090000000000001,-0.0003420000000000001,-0.00020300000000000006,-0.000304,0.0,-0.18290635000000005,-0.28775459500000006,0.173588402,-0.11982233500000003,0.10899426300000001,-0.131487508,0,0
0.000161,0.0,7.299999999999993e-05,0.00020399999999999986,0.00011200000000000001,0.00040399999999999995,-0.21445062000000004,-0.29743759000000003,0.14304153400000003,-0.12668616000000002,0.117307521,-0.12036685999999999,0,0
-4.699999999999995e-05,-0.00020399999999999986,-0.00014399999999999992,0.0,-8.799999999999997e-05,0.00020600000000000002,-0.20073572,-0.28637131000000005,0.156926474,-0.09923086000000003,0.10483763400000001,-0.130097427,0,0
5.6999999999999976e-05,-9.199999999999996e-05,0.0,8.5e-05,1.1000000000000159e-05,0.0003150000000000002,-0.21170764000000003,-0.24487276000000002,0.14443002800000002,-0.09373980000000001,0.114536435,-0.14816848,0,0
9.000000000000002e-05,-5.9000000000000025e-05,0.0,0.00013900000000000002,4.800000000000008e-05,0.000348,-0.20210721000000004,-0.31818686500000004,0.17914237800000002,-0.10746745000000002,0.117307521,-0.135657751,0,0
-0.0002589999999999999,-0.00040899999999999997,-0.00034999999999999994,-0.00021100000000000003,-0.0003079999999999999,0.0,-0.19524976000000005,-0.29328773500000005,0.173588402,-0.11844957000000003,0.11176534900000001,-0.139827994,0,0
4.3999999999999985e-05,-0.00010399999999999993,-3.899999999999997e-05,8.799999999999997e-05,0.0,0.000299,-0.18290635000000005,-0.296054305,0.19719280000000003,-0.09923086000000003,0.100681005,-0.14260815599999999,0,0
-4.699999999999995e-05,-0.00019999999999999998,-0.000134,0.0,-9.000000000000002e-05,0.00020800000000000007,-0.18427784000000003,-0.27945488500000004,0.16109195600000004,-0.11982233500000003,0.10760872,-0.13287758900000002,0,0
8.600000000000003e-05,-5.600000000000006e-05,0.0,0.0001339999999999999,4.5999999999999925e-05,0.00034100000000000005,-0.22405105000000003,-0.26147218000000005,0.17636539000000004,-0.10746745000000002,0.12284969300000001,-0.141218075,0,0
0.0,-0.00015000000000000007,-9.100000000000004e-05,5.100000000000005e-05,-4.300000000000007e-05,0.0002459999999999999,-0.20622168000000002,-0.29467102,0.16525743800000003,-0.10884021500000002,0.10899426300000001,-0.121756941,0,0
4.699999999999995e-05,-9.000000000000002e-05,0.0,9.39999999999999e-05,1.299999999999999e-05,0.00029199999999999994,-0.20073572,-0.27945488500000004,0.181919366,-0.07314832500000001,0.12146415,-0.135657751,0,0
-4.6000000000000034e-05,-0.00020200000000000003,-0.00013200000000000006,0.0,-9.100000000000015e-05,0.00020799999999999985,-0.17467741000000003,-0.31403701000000006,0.19302731800000003,-0.09923086000000003,0.114536435,-0.14260815599999999,0,0
